subject,predicate,object,src_url
18,접속사과다,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
18,의문문사용,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
18,감탄문사용,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
18,POS3gram,ADV-DET-NOUN:1,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
18,POS3gram,DET-NOUN-ADV:1,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
18,POS3gram,NOUN-ADV-VERB:1,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
18,의존트리깊이,0.0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
19,어휘다양성,0.8824,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
19,오타율,0.8235,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
19,수동태사용,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
19,정중체사용,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
19,구어체종결어미,0,https://ko.wikipedia.org/wiki/%ED%91%9C%EC%A4%80%EC%96%B4
